block
12080536
12080767
12080747
12082041
12081917
12082035
12082110
12082261
12082114
12082202
12082466
12082675
12082713
12082907
12082779
12082913
12083141
12083163
12083165
12083151
12083139
12083204
12083222
12083242
12083236
12083283
12083290
12083321
12083313
12083386
12083392
12083435
12083443
12083349
12083254
12083268
12083475
12083499
12083422
12083454
12083503
12083504
12083308
12083325
12083589
12083572
12083625
12083478
12083661
12083557
12083687
12083700
12083723
12083582
12083761
12083783
12083827
12083832
12083796
12083862
12083842
12083891
12083915
12083900
12083918
12083921
12083810
12083845
12083956
12083969
12083972
12083814
12083968
12083837
12083999
12083958
12084008
12084012
12083926
12083923
12084028
12083914
12083863
12083799
12084044
12083877
12083835
12083794
12084036
12084041
12083909
12083869
12084053
12083894
12083931
12084031
12083806
12083997
12084045
12083988
12084058
12083994
12084003
12084066
12084071
12083879
12084061
12083975
12083858
12084038
12083828
12084050
12084089
12084079
12084096
12084090
12084099
12084082
12084059
12084106
12084109
12083870
12084113
12084114
12084118
12084147
12084138
12084088
12084011
12084148
12084122
12084149
12083917
12083992
12083952
12084146
12084162
12083934
12083925
12084160
12084169
12084163
12084120
12084178
12084173
12084111
12084119
12084195
12084200
12084202
12084209
12084210
12084211
12084214
12084219
12083989
12084132
12084230
12084097
12084244
12084246
12084006
12084055
12084212
12084253
12084019
12084115
12084057
12084265
12084263
12084266
12084176
12084282
12084291
12084299
12084234
12084256
12084077
12084314
12084339
12084281
12084332
12084346
12084323
12084324
12084349
12084347
12084116
12084329
12084269
12084248
12084335
12084164
12084166
12084288
12084203
12084221
12084358
12084241
12084360
12084226
12084363
12084207
12084366
12084369
12084285
12084344
12084312
12084201
12084154
12084317
12084357
12084177
12084326
12084327
12084350
12084367
12084296
12084379
12084381
12084353
12084205
12084385
12084354
12084386
12084384
12084217
12084395
12084392
12084370
12084372
12084393
12084242
12084375
12084374
12084401
12084342
12084383
12084378
12084333
12084283
12084388
12084404
12084377
12084387
12084407
12084391
12084409
12084410
12084196
12084414
12084413
12084408
12084415
12084170
12084406
12084216
12084233
12084371
12084422
12084425
12084290
12084254
12084264
12084247
12084279
12084273
12084430
12084239
12084316
12084260
12084437
12084438
12084295
12084359
12084434
12084355
12084440
12084442
12084445
12084227
12084448
12084446
12084449
12084321
12084433
12084325
12084444
12084453
12084454
12084418
12084457
12084451
12084452
12084460
12084443
12084461
12084462
12084423
12084249
12084396
12084319
12084466
12084465
12084416
12084255
12084331
12084473
12084403
12084373
12084474
12084467
12084476
12084251
12084477
12084479
12084322
12084480
12084481
12084483
12084485
12084484
12084471
12084488
12084487
12084486
12084243
12084478
12084492
12084345
12084313
12084493
12084463
12084495
12084490
12084498
12084494
12084499
12084491
12084475
12084500
12084497
12084502
12084503
12084504
12084469
12084505
12084337
12084509
12084507
12084511
12084513
12084512
12084508
12084517
12084516
12084515
12084468
12084510
12084417
12084427
12084522
12084520
12084519
12084526
12084525
12084521
12084411
12084456
12084527
12084528
12084531
12084529
12084532
12084533
12084534
12084535
12084536
12084292
12084365
12084539
12084300
12084302
12084543
12084514
12084545
12084547
12084307
12084351
12084549
12084551
12084450
12084397
12084439
12084424
12084542
12084556
12084306
12084550
12084552
12084558
12084557
12084559
12084555
12084470
12084489
12084399
12084566
12084565
12084568
12084420
12084562
12084571
12084548
12084570
12084459
12084561
12084564
12084576
